Data from white_pellet_Subt2__0__15-32-30-874.txt Node

Date: Mon Apr 05 15:32:30 EDT 2021
User: ajo5182
Spectrometer: USB2E133
Scans to average: 1
Trigger mode: 1
Integration Time (sec): 1.000000E-1
Electric dark correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
175.383	1.89
175.57	-1.11
175.756	-2.11
175.942	-2.11
176.128	-1.11
176.315	-3.11
176.501	-2.11
176.687	-2.11
176.873	4.89
177.059	3.89
177.245	1.89
177.431	3.89
177.617	-1.11
177.803	-0.11
177.989	5.89
178.175	0.89
178.361	-7.11
178.547	-1.11
178.733	0.89
178.919	-3.11
179.105	-2.11
179.291	-1.11
179.477	1.89
179.663	1.89
179.848	1.89
180.034	1.89
180.22	2.89
180.406	-0.11
180.591	2.89
180.777	7.89
180.963	4.89
181.148	0.89
181.334	3.89
181.52	4.89
181.705	-0.11
181.891	-1.11
182.076	3.89
182.262	-2.11
182.448	-2.11
182.633	7.89
182.819	4.89
183.004	5.89
183.189	3.89
183.375	3.89
183.56	-0.11
183.746	-0.11
183.931	0.89
184.116	3.89
184.302	-5.11
184.487	0.89
184.672	1.89
184.857	2.89
185.043	5.89
185.228	4.89
185.413	0.89
185.598	3.89
185.783	1.89
185.969	3.89
186.154	-5.11
186.339	-2.11
186.524	-3.11
186.709	-1.11
186.894	1.89
187.079	4.89
187.264	3.89
187.449	1.89
187.634	2.89
187.819	3.89
188.004	5.89
188.189	5.89
188.374	1.89
188.558	-3.11
188.743	3.89
188.928	8.89
189.113	4.89
189.298	3.89
189.482	-1.11
189.667	2.89
189.852	-1.11
190.037	2.89
190.221	4.89
190.406	4.89
190.591	3.89
190.775	-2.11
190.96	1.89
191.144	-3.11
191.329	4.89
191.513	-0.11
191.698	6.89
191.883	0.89
192.067	-1.11
192.251	3.89
192.436	5.89
192.62	10.89
192.805	9.89
192.989	-4.11
193.173	0.89
193.358	0.89
193.542	-3.11
193.726	3.89
193.911	0.89
194.095	5.89
194.279	3.89
194.463	5.89
194.648	2.89
194.832	4.89
195.016	1.89
195.2	0.89
195.384	3.89
195.568	3.89
195.752	6.89
195.936	9.89
196.12	7.89
196.304	-4.11
196.488	-2.11
196.672	1.89
196.856	0.89
197.04	1.89
197.224	6.89
197.408	6.89
197.592	3.89
197.776	-0.11
197.96	6.89
198.143	7.89
198.327	7.89
198.511	3.89
198.695	-0.11
198.878	5.89
199.062	3.89
199.246	3.89
199.43	2.89
199.613	6.89
199.797	4.89
199.98	1.89
200.164	-0.11
200.348	3.89
200.531	-1.11
200.715	3.89
200.898	-5.11
201.082	0.89
201.265	7.89
201.449	-5.11
201.632	1.89
201.815	4.89
201.999	0.89
202.182	-1.11
202.365	0.89
202.549	2.89
202.732	7.89
202.915	1.89
203.099	-1.11
203.282	-0.11
203.465	3.89
203.648	2.89
203.832	-2.11
204.015	0.89
204.198	5.89
204.381	11.89
204.564	1.89
204.747	2.89
204.93	-1.11
205.113	0.89
205.296	-2.11
205.479	-3.11
205.662	3.89
205.845	1.89
206.028	6.89
206.211	4.89
206.394	4.89
206.577	1.89
206.76	3.89
206.943	3.89
207.125	4.89
207.308	1.89
207.491	2.89
207.674	-1.11
207.857	-5.11
208.039	5.89
208.222	5.89
208.405	-1.11
208.587	3.89
208.77	5.89
208.953	2.89
209.135	1.89
209.318	2.89
209.5	5.89
209.683	3.89
209.865	-5.11
210.048	7.89
210.23	7.89
210.413	3.89
210.595	9.89
210.778	2.89
210.96	4.89
211.142	10.89
211.325	8.89
211.507	9.89
211.69	8.89
211.872	6.89
212.054	7.89
212.236	9.89
212.419	8.89
212.601	8.89
212.783	6.89
212.965	7.89
213.147	10.89
213.329	10.89
213.512	6.89
213.694	8.89
213.876	2.89
214.058	6.89
214.24	8.89
214.422	9.89
214.604	7.89
214.786	7.89
214.968	11.89
215.15	12.89
215.332	11.89
215.514	9.89
215.695	14.89
215.877	16.89
216.059	7.89
216.241	7.89
216.423	14.89
216.605	17.89
216.786	18.89
216.968	14.89
217.15	13.89
217.331	9.89
217.513	9.89
217.695	13.89
217.876	13.89
218.058	15.89
218.24	12.89
218.421	15.89
218.603	19.89
218.784	11.89
218.966	13.89
219.147	17.89
219.329	16.89
219.51	17.89
219.692	21.89
219.873	20.89
220.054	20.89
220.236	19.89
220.417	19.89
220.599	23.89
220.78	14.89
220.961	21.89
221.142	28.89
221.324	20.89
221.505	16.89
221.686	21.89
221.867	21.89
222.048	28.89
222.23	25.89
222.411	21.89
222.592	26.89
222.773	30.89
222.954	26.89
223.135	18.89
223.316	18.89
223.497	23.89
223.678	26.89
223.859	23.89
224.04	30.89
224.221	24.89
224.402	25.89
224.583	31.89
224.764	34.89
224.944	32.89
225.125	27.89
225.306	30.89
225.487	31.89
225.668	29.89
225.848	34.89
226.029	29.89
226.21	29.89
226.391	31.89
226.571	35.89
226.752	28.89
226.933	31.89
227.113	38.89
227.294	44.89
227.474	36.89
227.655	38.89
227.835	39.89
228.016	35.89
228.196	35.89
228.377	40.89
228.557	47.89
228.738	40.89
228.918	50.89
229.098	57.89
229.279	67.89
229.459	75.89
229.64	71.89
229.82	68.89
230	60.89
230.18	59.89
230.361	59.89
230.541	54.89
230.721	54.89
230.901	61.89
231.081	54.89
